,article_id,authorId,name,url,Publicationcount,Rank
1578,10.1145/2484028.2484046,1722082,Man Lung Yiu,https://www.semanticscholar.org/author/1722082,146,3
1579,10.1145/2484028.2484046,2065036,Jiancong Tong,https://www.semanticscholar.org/author/2065036,15,4
1580,10.1145/2484028.2484046,2096527,Gang Wang,https://www.semanticscholar.org/author/2096527,3053,5
1581,10.1145/2484028.2484046,1700438,Xiaoguang Liu,https://www.semanticscholar.org/author/1700438,277,6
1582,10.1145/2484028.2484065,2499678,Daisuke Takuma,https://www.semanticscholar.org/author/2499678,18,1
1583,10.1145/2484028.2484065,1776879,Hiroki Yanagisawa,https://www.semanticscholar.org/author/1776879,41,2
1584,10.1145/2484028.2484077,1866878,Maha Alabduljalil,https://www.semanticscholar.org/author/1866878,7,1
1585,10.1145/2484028.2484077,50295689,Xun Tang,https://www.semanticscholar.org/author/50295689,86,2
1586,10.1145/2484028.2484077,144151322,Tao Yang,https://www.semanticscholar.org/author/144151322,154,3
1587,10.1145/2484028.2484087,49957031,Constantinos Dimopoulos,https://www.semanticscholar.org/author/49957031,41,1
1588,10.1145/2484028.2484087,1983955,Sergey Nepomnyachiy,https://www.semanticscholar.org/author/1983955,16,2
1589,10.1145/2484028.2484087,1691664,Torsten Suel,https://www.semanticscholar.org/author/1691664,145,3
1590,10.1145/2484028.2484165,1680484,Krisztian Balog,https://www.semanticscholar.org/author/1680484,182,1
1591,10.1145/2484028.2484165,3147916,Robert Neumayer,https://www.semanticscholar.org/author/3147916,46,2
1592,10.1145/2484028.2484157,33503621,Lei Cen,https://www.semanticscholar.org/author/33503621,26,1
1593,10.1145/2484028.2484157,1825318,Eduard Constantin Dragut,https://www.semanticscholar.org/author/1825318,48,2
1594,10.1145/2484028.2484157,145388187,Luo Si,https://www.semanticscholar.org/author/145388187,262,3
1595,10.1145/2484028.2484157,2168047,Mourad Ouzzani,https://www.semanticscholar.org/author/2168047,195,4
1596,10.1145/2484028.2484161,2667305,Praveen Chandar,https://www.semanticscholar.org/author/2667305,28,1
1597,10.1145/2484028.2484161,143774250,William Webber,https://www.semanticscholar.org/author/143774250,55,2
1598,10.1145/2484028.2484161,1750995,Ben Carterette,https://www.semanticscholar.org/author/1750995,159,3
1599,10.1145/2484028.2484153,1405517914,Matthew Ekstrand-Abueg,https://www.semanticscholar.org/author/1405517914,11,1
1600,10.1145/2484028.2484153,1682491,Virgil Pavlu,https://www.semanticscholar.org/author/1682491,57,2
1601,10.1145/2484028.2484153,32878737,Makoto P. Kato,https://www.semanticscholar.org/author/32878737,63,3
1602,10.1145/2484028.2484153,1725544,Tetsuya Sakai,https://www.semanticscholar.org/author/1725544,449,4
1603,10.1145/2484028.2484153,49465200,Takehiro Yamamoto,https://www.semanticscholar.org/author/49465200,25,5
1604,10.1145/2484028.2484153,1707450,Mayu Iwata,https://www.semanticscholar.org/author/1707450,22,6
1605,10.1145/2484028.2484117,32878737,Makoto P. Kato,https://www.semanticscholar.org/author/32878737,63,1
1606,10.1145/2484028.2484117,1725544,Tetsuya Sakai,https://www.semanticscholar.org/author/1725544,449,2
1607,10.1145/2484028.2484117,3089862,Takehiro Yamamoto,https://www.semanticscholar.org/author/3089862,98,3
1608,10.1145/2484028.2484117,1707450,Mayu Iwata,https://www.semanticscholar.org/author/1707450,22,4
1609,10.1145/2484028.2484139,2308054,Chia-Jung Lee,https://www.semanticscholar.org/author/2308054,81,1
1610,10.1145/2484028.2484139,144456145,W. Bruce Croft,https://www.semanticscholar.org/author/144456145,554,2
1611,10.1145/2484028.2484104,1725544,Tetsuya Sakai,https://www.semanticscholar.org/author/1725544,449,1
1612,10.1145/2484028.2484104,1897235,Zhicheng Dou,https://www.semanticscholar.org/author/1897235,59,2
1613,10.1145/2484028.2484104,3089862,Takehiro Yamamoto,https://www.semanticscholar.org/author/3089862,98,3
1614,10.1145/2484028.2484104,1783406,Yiqun Liu,https://www.semanticscholar.org/author/1783406,335,4
1615,10.1145/2484028.2484104,38898636,Min Zhang,https://www.semanticscholar.org/author/38898636,337,5
1616,10.1145/2484028.2484104,32878737,Makoto P. Kato,https://www.semanticscholar.org/author/32878737,63,6
1617,10.1145/2484028.2484104,35119829,Ruihua Song,https://www.semanticscholar.org/author/35119829,87,7
1618,10.1145/2484028.2484104,1707450,Mayu Iwata,https://www.semanticscholar.org/author/1707450,22,8
1619,10.1145/2484028.2484150,143936484,Robert Villa,https://www.semanticscholar.org/author/143936484,58,1
1620,10.1145/2484028.2484150,1767534,Martin Halvey,https://www.semanticscholar.org/author/1767534,100,2
1621,10.1145/2484028.2484180,2732644,Ludovic Bonnefoy,https://www.semanticscholar.org/author/2732644,18,1
1622,10.1145/2484028.2484180,2577309,Vincent Bouvier,https://www.semanticscholar.org/author/2577309,27,2
1623,10.1145/2484028.2484180,1794810,Patrice Bellot,https://www.semanticscholar.org/author/1794810,144,3
1624,10.1145/2484028.2484116,143958923,Nikolaos Pappas,https://www.semanticscholar.org/author/143958923,35,1
1625,10.1145/2484028.2484116,1401742462,Andrei Popescu-Belis,https://www.semanticscholar.org/author/1401742462,174,2
1626,10.1145/2484028.2484102,1799955,Haggai Roitman,https://www.semanticscholar.org/author/1799955,90,1
1627,10.1145/2484028.2484102,1751914,David Carmel,https://www.semanticscholar.org/author/1751914,94,2
1628,10.1145/2484028.2484102,1727535,Yosi Mass,https://www.semanticscholar.org/author/1727535,53,3
1629,10.1145/2484028.2484102,1791521,Iris Eiron,https://www.semanticscholar.org/author/1791521,7,4
1630,10.1145/2484028.2484155,1746863,Maya Sappelli,https://www.semanticscholar.org/author/1746863,29,1
1631,10.1145/2484028.2484155,1702730,Suzan Verberne,https://www.semanticscholar.org/author/1702730,113,2
1632,10.1145/2484028.2484155,1740640,Wessel Kraaij,https://www.semanticscholar.org/author/1740640,221,3
1633,10.1145/2484028.2484126,8031058,Weinan Zhang,https://www.semanticscholar.org/author/8031058,193,1
1634,10.1145/2484028.2484126,1913774,Tianqi Chen,https://www.semanticscholar.org/author/1913774,56,2
1635,10.1145/2484028.2484126,39055225,Jun Wang,https://www.semanticscholar.org/author/39055225,172,3
1636,10.1145/2484028.2484126,1811427,Yong Yu,https://www.semanticscholar.org/author/1811427,1552,4
1637,10.1145/2484028.2484164,35185077,Zhuo Li,https://www.semanticscholar.org/author/35185077,45,1
1638,10.1145/2484028.2484164,2907662,Matthew Stagitis,https://www.semanticscholar.org/author/2907662,5,2
1639,10.1145/2484028.2484164,3326473,Sandra Carberry,https://www.semanticscholar.org/author/3326473,153,3
1640,10.1145/2484028.2484164,1734707,Kathleen F. McCoy,https://www.semanticscholar.org/author/1734707,152,4
1641,10.1145/2484028.2484146,144125621,Markus Schedl,https://www.semanticscholar.org/author/144125621,258,1
1642,10.1145/2484028.2484146,1743219,Dominik Schnitzer,https://www.semanticscholar.org/author/1743219,39,2
1643,10.1145/2484028.2484118,3089862,Takehiro Yamamoto,https://www.semanticscholar.org/author/3089862,98,1
1644,10.1145/2484028.2484118,144771816,Satoshi Nakamura,https://www.semanticscholar.org/author/144771816,58,2
1645,10.1145/2484028.2484167,2629258,Atanaz Babashzadeh,https://www.semanticscholar.org/author/2629258,2,1
1646,10.1145/2484028.2484167,6743849,Xiangji Huang,https://www.semanticscholar.org/author/6743849,249,2
1647,10.1145/2484028.2484167,3281630,Mariam Daoud,https://www.semanticscholar.org/author/3281630,40,3
1648,10.1145/2484028.2484115,1725514,Johannes Leveling,https://www.semanticscholar.org/author/1725514,133,1
1649,10.1145/2484028.2484143,2151048,Taiki Miyanishi,https://www.semanticscholar.org/author/2151048,19,1
1650,10.1145/2484028.2484143,1725544,Tetsuya Sakai,https://www.semanticscholar.org/author/1725544,449,2
1651,10.1145/2484028.2484137,2851411,Ferhan Türe,https://www.semanticscholar.org/author/2851411,29,1
1652,10.1145/2484028.2484137,145580839,Jimmy J. Lin,https://www.semanticscholar.org/author/145580839,257,2
1653,10.1145/2484028.2484125,145387100,Robert West,https://www.semanticscholar.org/author/145387100,809,1
1654,10.1145/2484028.2484125,34286525,Ryen W. White,https://www.semanticscholar.org/author/34286525,250,2
1655,10.1145/2484028.2484125,145479841,Eric Horvitz,https://www.semanticscholar.org/author/145479841,543,3
1656,10.1145/2484028.2484171,1773168,Sicong Zhang,https://www.semanticscholar.org/author/1773168,44,1
1657,10.1145/2484028.2484171,2011152,Dongyi Guan,https://www.semanticscholar.org/author/2011152,21,2
1658,10.1145/2484028.2484171,10237116,Grace Hui Yang,https://www.semanticscholar.org/author/10237116,128,3
1659,10.1145/2484028.2484152,2497572,Karam Abdulahhad,https://www.semanticscholar.org/author/2497572,19,1
1660,10.1145/2484028.2484152,1702093,Jean-Pierre Chevallet,https://www.semanticscholar.org/author/1702093,139,2
1661,10.1145/2484028.2484152,1736012,Catherine Berrut,https://www.semanticscholar.org/author/1736012,70,3
1662,10.1145/2484028.2484174,2968725,Xiangdong An,https://www.semanticscholar.org/author/2968725,37,1
1663,10.1145/2484028.2484174,6743849,Xiangji Huang,https://www.semanticscholar.org/author/6743849,249,2
1664,10.1145/2484028.2484177,1718879,Nut Limsopatham,https://www.semanticscholar.org/author/1718879,35,1
1665,10.1145/2484028.2484177,145434248,Craig MacDonald,https://www.semanticscholar.org/author/145434248,276,2
1666,10.1145/2484028.2484177,1698205,Iadh Ounis,https://www.semanticscholar.org/author/1698205,365,3
1667,10.1145/2484028.2484111,1957051,Muhammad Ali Norozi,https://www.semanticscholar.org/author/1957051,9,1
1668,10.1145/2484028.2484111,35004884,Paavo Arvola,https://www.semanticscholar.org/author/35004884,38,2
1669,10.1145/2484028.2484128,1692509,Hadas Raviv,https://www.semanticscholar.org/author/1692509,5,1
1670,10.1145/2484028.2484128,1779654,Oren Kurland,https://www.semanticscholar.org/author/1779654,99,2
1671,10.1145/2484028.2484128,1751914,David Carmel,https://www.semanticscholar.org/author/1751914,94,3
1672,10.1145/2484028.2484134,145648625,Ricardo Ribeiro,https://www.semanticscholar.org/author/145648625,152,1
1673,10.1145/2484028.2484134,1728026,Luís Marujo,https://www.semanticscholar.org/author/1728026,27,2
1674,10.1145/2484028.2484134,4284219,David Martins de Matos,https://www.semanticscholar.org/author/4284219,103,3
1675,10.1145/2484028.2484134,1723288,João Paulo da Silva Neto,https://www.semanticscholar.org/author/1723288,82,4
1676,10.1145/2484028.2484134,145001267,Anatole Gershman,https://www.semanticscholar.org/author/145001267,95,5
1677,10.1145/2484028.2484134,143712374,Jaime G. Carbonell,https://www.semanticscholar.org/author/143712374,506,6
1678,10.1145/2484028.2484144,1405698888,Sergio Rodríguez-Vaamonde,https://www.semanticscholar.org/author/1405698888,11,1
1679,10.1145/2484028.2484144,1732879,Lorenzo Torresani,https://www.semanticscholar.org/author/1732879,103,2
1680,10.1145/2484028.2484144,47139824,Andrew W. Fitzgibbon,https://www.semanticscholar.org/author/47139824,239,3
1681,10.1145/2484028.2484107,2207945,Mor Sondak,https://www.semanticscholar.org/author/2207945,3,1
1682,10.1145/2484028.2484107,1779353,Anna Shtok,https://www.semanticscholar.org/author/1779353,24,2
1683,10.1145/2484028.2484107,1779654,Oren Kurland,https://www.semanticscholar.org/author/1779654,99,3
1684,10.1145/2484028.2484122,1761928,Dragomir Yankov,https://www.semanticscholar.org/author/1761928,60,1
1685,10.1145/2484028.2484122,1800672,Pavel Berkhin,https://www.semanticscholar.org/author/1800672,29,2
1686,10.1145/2484028.2484122,1751070,Rajen Subba,https://www.semanticscholar.org/author/1751070,12,3
1687,10.1145/2484028.2484131,3080469,Mohamed Reda Bouadjenek,https://www.semanticscholar.org/author/3080469,30,1
1688,10.1145/2484028.2484131,1726350,Hakim Hacid,https://www.semanticscholar.org/author/1726350,99,2
1689,10.1145/2484028.2484131,1750088,Mokrane Bouzeghoub,https://www.semanticscholar.org/author/1750088,128,3
1690,10.1145/2484028.2484141,144449335,Hao Huang,https://www.semanticscholar.org/author/144449335,467,1
1691,10.1145/2484028.2484141,3000224,Yunjun Gao,https://www.semanticscholar.org/author/3000224,170,2
1692,10.1145/2484028.2484141,39792290,Lu Chen,https://www.semanticscholar.org/author/39792290,948,3
1693,10.1145/2484028.2484141,1704992,Rui Li,https://www.semanticscholar.org/author/1704992,650,4
1694,10.1145/2484028.2484141,1887215,Kevin Chiew,https://www.semanticscholar.org/author/1887215,42,5
1695,10.1145/2484028.2484141,8159757,Qinming He,https://www.semanticscholar.org/author/8159757,91,6
1696,10.1145/2484028.2484158,2730687,Zhunchen Luo,https://www.semanticscholar.org/author/2730687,41,1
1697,10.1145/2484028.2484158,2057788,Miles Osborne,https://www.semanticscholar.org/author/2057788,135,2
1698,10.1145/2484028.2484158,1762106,Jintao Tang,https://www.semanticscholar.org/author/1762106,40,3
1699,10.1145/2484028.2484158,1749687,Ting Wang,https://www.semanticscholar.org/author/1749687,1223,4
1700,10.1145/2484028.2484182,2950650,Fethi Burak Sazoglu,https://www.semanticscholar.org/author/2950650,3,1
1701,10.1145/2484028.2484182,1776940,Berkant Barla Cambazoglu,https://www.semanticscholar.org/author/1776940,97,2
1702,10.1145/2484028.2484182,1801409,Rifat Ozcan,https://www.semanticscholar.org/author/1801409,38,3
1703,10.1145/2484028.2484182,1757482,Ismail Sengör Altingövde,https://www.semanticscholar.org/author/1757482,77,4
1704,10.1145/2484028.2484182,1801322,Özgür Ulusoy,https://www.semanticscholar.org/author/1801322,166,5
1705,10.1145/2484028.2484140,2949030,Swapnil Hingmire,https://www.semanticscholar.org/author/2949030,26,1
1706,10.1145/2484028.2484140,12083261,Sandeep Chougule,https://www.semanticscholar.org/author/12083261,5,2
1707,10.1145/2484028.2484140,1747097,Girish Keshav Palshikar,https://www.semanticscholar.org/author/1747097,116,3
1708,10.1145/2484028.2484140,2480295,Sutanu Chakraborti,https://www.semanticscholar.org/author/2480295,69,4
1709,10.1145/2484028.2484124,145869536,Di Jiang,https://www.semanticscholar.org/author/145869536,246,1
1710,10.1145/2484028.2484124,1695492,Wilfred Ng,https://www.semanticscholar.org/author/1695492,164,2
1711,10.1145/2484028.2484106,1695451,Sujian Li,https://www.semanticscholar.org/author/1695451,150,1
1712,10.1145/2484028.2484106,5183779,Jiwei Li,https://www.semanticscholar.org/author/5183779,97,2
1713,10.1145/2484028.2484106,145147427,Tao Song,https://www.semanticscholar.org/author/145147427,184,3
1714,10.1145/2484028.2484106,50135831,Wenjie Li,https://www.semanticscholar.org/author/50135831,335,4
1715,10.1145/2484028.2484106,39488576,Baobao Chang,https://www.semanticscholar.org/author/39488576,102,5
1716,10.1145/2484028.2484166,39718171,Rishabh Mehrotra,https://www.semanticscholar.org/author/39718171,49,1
1717,10.1145/2484028.2484166,1732536,Scott Sanner,https://www.semanticscholar.org/author/1732536,160,2
1718,10.1145/2484028.2484166,70219052,Wray L. Buntine,https://www.semanticscholar.org/author/70219052,215,3
1719,10.1145/2484028.2484166,33650938,Lexing Xie,https://www.semanticscholar.org/author/33650938,150,4
1720,10.1145/2484028.2484149,1730626,Marco Bonzanini,https://www.semanticscholar.org/author/1730626,11,1
1721,10.1145/2484028.2484149,1400839941,Miguel Martinez-Alvarez,https://www.semanticscholar.org/author/1400839941,24,2
1722,10.1145/2484028.2484149,1785829,Thomas Roelleke,https://www.semanticscholar.org/author/1785829,108,3
1723,10.1145/2484028.2484178,37504156,Jiyin He,https://www.semanticscholar.org/author/37504156,80,1
1724,10.1145/2484028.2484178,2265492,Marc Bron,https://www.semanticscholar.org/author/2265492,48,2
1725,10.1145/2484028.2484178,144509504,Arjen P. de Vries,https://www.semanticscholar.org/author/144509504,310,3
1726,10.1145/2484028.2484112,1719532,Guy Shani,https://www.semanticscholar.org/author/1719532,95,1
1727,10.1145/2484028.2484112,2298306,Noam Tractinsky,https://www.semanticscholar.org/author/2298306,87,2
1728,10.1145/2484028.2484185,34501167,Alexey Tikhonov,https://www.semanticscholar.org/author/34501167,39,1
1729,10.1145/2484028.2484185,2568186,Ivan Bogatyy,https://www.semanticscholar.org/author/2568186,NaN,2
1730,10.1145/2484028.2484185,2519191,Pavel Burangulov,https://www.semanticscholar.org/author/2519191,1,3
1731,10.1145/2484028.2484185,144944365,Liudmila Ostroumova,https://www.semanticscholar.org/author/144944365,33,4
1732,10.1145/2484028.2484185,144394623,Vitaliy Koshelev,https://www.semanticscholar.org/author/144394623,18,5
1733,10.1145/2484028.2484185,145004420,Gleb Gusev,https://www.semanticscholar.org/author/145004420,69,6
1734,10.1145/2484028.2484170,49926273,Maryam Bashir,https://www.semanticscholar.org/author/49926273,19,1
1735,10.1145/2484028.2484170,39429890,Jesse Anderton,https://www.semanticscholar.org/author/39429890,12,2
1736,10.1145/2484028.2484170,36416867,Jie Jayne Wu,https://www.semanticscholar.org/author/36416867,276,3
1737,10.1145/2484028.2484170,3165634,Peter B. Golbus,https://www.semanticscholar.org/author/3165634,13,4
1738,10.1145/2484028.2484170,1682491,Virgil Pavlu,https://www.semanticscholar.org/author/1682491,57,5
1739,10.1145/2484028.2484170,1737902,Javed A. Aslam,https://www.semanticscholar.org/author/1737902,168,6
1740,10.1145/2484028.2484168,49476245,Jinyoung Kim,https://www.semanticscholar.org/author/49476245,119,1
1741,10.1145/2484028.2484168,1688470,Gabriella Kazai,https://www.semanticscholar.org/author/1688470,158,2
1742,10.1145/2484028.2484168,1954563,Imed Zitouni,https://www.semanticscholar.org/author/1954563,112,3
1743,10.1145/2484028.2484121,3416525,François Rousseau,https://www.semanticscholar.org/author/3416525,19,1
1744,10.1145/2484028.2484121,1690383,Michalis Vazirgiannis,https://www.semanticscholar.org/author/1690383,318,2
1745,10.1145/2484028.2484105,1725544,Tetsuya Sakai,https://www.semanticscholar.org/author/1725544,449,1
1746,10.1145/2484028.2484105,1897235,Zhicheng Dou,https://www.semanticscholar.org/author/1897235,59,2
1747,10.1145/2484028.2484105,1751287,Charles L. A. Clarke,https://www.semanticscholar.org/author/1751287,238,3
1748,10.1145/2484028.2484163,144554719,Julián Urbano,https://www.semanticscholar.org/author/144554719,57,1
1749,10.1145/2484028.2484163,144836910,Mónica Marrero,https://www.semanticscholar.org/author/144836910,41,2
1750,10.1145/2484028.2484163,145690593,Diego Martín,https://www.semanticscholar.org/author/145690593,44,3
1751,10.1145/2484028.2484156,143774250,William Webber,https://www.semanticscholar.org/author/143774250,55,1
1752,10.1145/2484028.2484156,143998882,Jeremy Pickens,https://www.semanticscholar.org/author/143998882,73,2
1753,10.1145/2484028.2484159,143774250,William Webber,https://www.semanticscholar.org/author/143774250,55,1
1754,10.1145/2484028.2484159,2146337,Mossaab Bagdouri,https://www.semanticscholar.org/author/2146337,23,2
1755,10.1145/2484028.2484159,35153517,David D. Lewis,https://www.semanticscholar.org/author/35153517,101,3
1756,10.1145/2484028.2484159,1737250,Douglas W. Oard,https://www.semanticscholar.org/author/1737250,320,4
1757,10.1145/2484028.2484145,1703637,Colin Wilkie,https://www.semanticscholar.org/author/1703637,19,1
1758,10.1145/2484028.2484145,1716332,Leif Azzopardi,https://www.semanticscholar.org/author/1716332,253,2
1759,10.1145/2484028.2484151,1680484,Krisztian Balog,https://www.semanticscholar.org/author/1680484,182,1
1760,10.1145/2484028.2484151,1808315,Heri Ramampiaro,https://www.semanticscholar.org/author/1808315,65,2
1761,10.1145/2484028.2484108,144273933,Wei Chen,https://www.semanticscholar.org/author/144273933,59,1
1762,10.1145/2484028.2484108,144793401,Wynne Hsu,https://www.semanticscholar.org/author/144793401,292,2
1763,10.1145/2484028.2484108,1690403,Mong-Li Lee,https://www.semanticscholar.org/author/1690403,198,3
1764,10.1145/2484028.2484176,3068596,Chaosheng Fan,https://www.semanticscholar.org/author/3068596,3,1
1765,10.1145/2484028.2484176,37510256,Yanyan Lan,https://www.semanticscholar.org/author/37510256,114,2
1766,10.1145/2484028.2484176,1777025,Jiafeng Guo,https://www.semanticscholar.org/author/1777025,148,3
1767,10.1145/2484028.2484176,1783654,Zuoquan Lin,https://www.semanticscholar.org/author/1783654,96,4
1768,10.1145/2484028.2484176,1717004,Xueqi Cheng,https://www.semanticscholar.org/author/1717004,394,5
1769,10.1145/2484028.2484119,2306246,Richard D. Schaller,https://www.semanticscholar.org/author/2306246,291,1
1770,10.1145/2484028.2484119,3014661,Morgan Harvey,https://www.semanticscholar.org/author/3014661,66,2
1771,10.1145/2484028.2484119,1735704,David Elsweiler,https://www.semanticscholar.org/author/1735704,106,3
1772,10.1145/2484028.2484113,35099667,Chaoran Cui,https://www.semanticscholar.org/author/35099667,50,1
1773,10.1145/2484028.2484113,35729719,Jun Ma,https://www.semanticscholar.org/author/35729719,349,2
1774,10.1145/2484028.2484113,144889776,Tao Lian,https://www.semanticscholar.org/author/144889776,14,3
1775,10.1145/2484028.2484113,2461523,Xiaofang Wang,https://www.semanticscholar.org/author/2461523,400,4
1776,10.1145/2484028.2484113,2780667,Zhaochun Ren,https://www.semanticscholar.org/author/2780667,73,5
1777,10.1145/2484028.2484136,2692537,Joseph Malionek,https://www.semanticscholar.org/author/2692537,3,1
1778,10.1145/2484028.2484136,1737250,Douglas W. Oard,https://www.semanticscholar.org/author/1737250,320,2
1779,10.1145/2484028.2484136,1796947,Abhijeet Sangwan,https://www.semanticscholar.org/author/1796947,67,3
1780,10.1145/2484028.2484136,144270764,John H. L. Hansen,https://www.semanticscholar.org/author/144270764,707,4
1781,10.1145/2484028.2484160,2108437,Philip J. McParlane,https://www.semanticscholar.org/author/2108437,12,1
1782,10.1145/2484028.2484160,2678472,Yashar Moshfeghi,https://www.semanticscholar.org/author/2678472,58,2
1783,10.1145/2484028.2484160,50686770,Joemon M. Jose,https://www.semanticscholar.org/author/50686770,358,3
1784,10.1145/2484028.2484173,144059283,Pai Peng,https://www.semanticscholar.org/author/144059283,139,1
1785,10.1145/2484028.2484173,144128216,Lidan Shou,https://www.semanticscholar.org/author/144128216,119,2
1786,10.1145/2484028.2484173,32811782,Ke Chen,https://www.semanticscholar.org/author/32811782,778,3
1787,10.1145/2484028.2484173,48390827,Gang Chen,https://www.semanticscholar.org/author/48390827,2614,4
1788,10.1145/2484028.2484173,1765710,Sai Wu,https://www.semanticscholar.org/author/1765710,81,5
1789,10.1145/2484028.2484129,145660726,Long Chen,https://www.semanticscholar.org/author/145660726,23,1
1790,10.1145/2484028.2484129,37510526,Dell Zhang,https://www.semanticscholar.org/author/37510526,93,2
1791,10.1145/2484028.2484129,143716988,Mark Levene,https://www.semanticscholar.org/author/143716988,331,3
1792,10.1145/2484028.2484138,3000224,Yunjun Gao,https://www.semanticscholar.org/author/3000224,170,1
1793,10.1145/2484028.2484138,39792290,Lu Chen,https://www.semanticscholar.org/author/39792290,948,2
1794,10.1145/2484028.2484138,1704992,Rui Li,https://www.semanticscholar.org/author/1704992,650,3
1795,10.1145/2484028.2484138,48390827,Gang Chen,https://www.semanticscholar.org/author/48390827,2613,4
1796,10.1145/2484028.2484181,2734888,Tim Gollub,https://www.semanticscholar.org/author/2734888,32,1
1797,10.1145/2484028.2484181,145072133,Matthias Hagen,https://www.semanticscholar.org/author/145072133,122,2
1798,10.1145/2484028.2484181,34595595,Maximilian Michel,https://www.semanticscholar.org/author/34595595,20,3
1799,10.1145/2484028.2484181,144146081,Benno Stein,https://www.semanticscholar.org/author/144146081,345,4
1800,10.1145/2484028.2484120,144449335,Hao Huang,https://www.semanticscholar.org/author/144449335,467,1
1801,10.1145/2484028.2484120,3000224,Yunjun Gao,https://www.semanticscholar.org/author/3000224,170,2
1802,10.1145/2484028.2484120,1887215,Kevin Chiew,https://www.semanticscholar.org/author/1887215,42,3
1803,10.1145/2484028.2484120,8159757,Qinming He,https://www.semanticscholar.org/author/8159757,91,4
1804,10.1145/2484028.2484120,39792290,Lu Chen,https://www.semanticscholar.org/author/39792290,948,5
1805,10.1145/2484028.2484169,144468399,Stewart Whiting,https://www.semanticscholar.org/author/144468399,27,1
1806,10.1145/2484028.2484169,143861563,Ke Zhou,https://www.semanticscholar.org/author/143861563,101,2
1807,10.1145/2484028.2484169,50686770,Joemon M. Jose,https://www.semanticscholar.org/author/50686770,358,3
1808,10.1145/2484028.2484169,1684032,Mounia Lalmas,https://www.semanticscholar.org/author/1684032,367,4
1809,10.1145/2484028.2484147,34984122,Shuang-Hong Yang,https://www.semanticscholar.org/author/34984122,34,1
1810,10.1145/2484028.2484147,34286525,Ryen W. White,https://www.semanticscholar.org/author/34286525,250,2
1811,10.1145/2484028.2484147,145479841,Eric Horvitz,https://www.semanticscholar.org/author/145479841,543,3
1812,10.1145/2484028.2484132,1858497,Nima Asadi,https://www.semanticscholar.org/author/1858497,26,1
1813,10.1145/2484028.2484132,145580839,Jimmy J. Lin,https://www.semanticscholar.org/author/145580839,257,2
1814,10.1145/2484028.2484148,2287725,Romain Deveaud,https://www.semanticscholar.org/author/2287725,34,1
1815,10.1145/2484028.2484148,7805227,Eric SanJuan,https://www.semanticscholar.org/author/7805227,68,2
1816,10.1145/2484028.2484148,1794810,Patrice Bellot,https://www.semanticscholar.org/author/1794810,144,3
1817,10.1145/2484028.2484109,3279808,Shangsong Liang,https://www.semanticscholar.org/author/3279808,51,1
1818,10.1145/2484028.2484109,1696030,Maarten de Rijke,https://www.semanticscholar.org/author/1696030,786,2
1819,10.1145/2484028.2484162,144808393,Sean Moran,https://www.semanticscholar.org/author/144808393,166,1
1820,10.1145/2484028.2484162,1757708,Victor Lavrenko,https://www.semanticscholar.org/author/1757708,110,2
1821,10.1145/2484028.2484162,2057788,Miles Osborne,https://www.semanticscholar.org/author/2057788,135,3
1822,10.1145/2484028.2484135,2625830,Fiana Raiber,https://www.semanticscholar.org/author/2625830,26,1
1823,10.1145/2484028.2484135,1403434962,Kevyn Collins-Thompson,https://www.semanticscholar.org/author/1403434962,94,2
1824,10.1145/2484028.2484135,1779654,Oren Kurland,https://www.semanticscholar.org/author/1779654,99,3
1825,10.1145/2484028.2484114,37790069,Weiren Yu,https://www.semanticscholar.org/author/37790069,57,1
1826,10.1145/2484028.2484114,2873542,Xuemin Lin,https://www.semanticscholar.org/author/2873542,375,2
1827,10.1145/2484028.2484127,33623312,Peng Zhang,https://www.semanticscholar.org/author/33623312,90,1
1828,10.1145/2484028.2484127,48437245,Dawei Song,https://www.semanticscholar.org/author/48437245,317,2
1829,10.1145/2484028.2484127,40362374,Jun Wang,https://www.semanticscholar.org/author/40362374,937,3
1830,10.1145/2484028.2484127,1785922,Yuexian Hou,https://www.semanticscholar.org/author/1785922,124,4
1831,10.1145/2484028.2484175,7510610,Dongqing Zhu,https://www.semanticscholar.org/author/7510610,44,1
1832,10.1145/2484028.2484175,1750995,Ben Carterette,https://www.semanticscholar.org/author/1750995,159,2
1833,10.1145/2484028.2484186,143781044,Maxim Zhukovskiy,https://www.semanticscholar.org/author/143781044,9,1
1834,10.1145/2484028.2484186,145632576,Andrei Khropov,https://www.semanticscholar.org/author/145632576,5,2
1835,10.1145/2484028.2484186,145004420,Gleb Gusev,https://www.semanticscholar.org/author/145004420,69,3
1836,10.1145/2484028.2484186,1708801,Pavel Serdyukov,https://www.semanticscholar.org/author/1708801,152,4
1837,10.1145/2484028.2484183,3222408,Çigdem Aslay,https://www.semanticscholar.org/author/3222408,11,1
1838,10.1145/2484028.2484183,1401255262,Neil O'Hare,https://www.semanticscholar.org/author/1401255262,47,2
1839,10.1145/2484028.2484183,2905635,Luca Maria Aiello,https://www.semanticscholar.org/author/2905635,90,3
1840,10.1145/2484028.2484183,144633617,Alejandro Jaimes,https://www.semanticscholar.org/author/144633617,160,4
1841,10.1145/2484028.2484154,2731925,Claudia Hauff,https://www.semanticscholar.org/author/2731925,146,1
1842,10.1145/2484028.2484133,3161761,Yohei Seki,https://www.semanticscholar.org/author/3161761,41,1
1843,10.1145/2484028.2484133,33822672,Kiyoto Miyajima,https://www.semanticscholar.org/author/33822672,1,2
