Title,background,method,result,"background,method","background,result","method,result","method,result,background",isInfluential,TotalCitationCount,Year
On document splitting in passage detection,2,0,0,0,0,0,0,0,2,2008
On iterative intelligent medical search,0,2,0,0,0,0,0,0,2,2008
Personalized active learning for collaborative filtering,0,2,0,0,0,0,0,0,2,2008
Proximity-aware scoring for XML retrieval,2,0,0,0,0,0,0,0,2,2008
Re-ranking search results using document-passage graphs,0,2,0,0,0,0,0,0,2,2008
Relevance thresholds in system evaluations,0,0,0,0,0,0,0,0,2,2008
TF-IDF uncovered: a study of theories and probabilities,2,0,0,0,0,0,0,0,2,2008
A method for transferring retrieval scores between collections with non-overlapping vocabularies,0,0,0,0,0,0,0,0,1,2008
Comparing metrics across TREC and NTCIR:: the robustness to pool depth bias,1,0,0,0,0,0,0,1,1,2008
Improving relevance feedback in language modeling with score regularization,1,0,0,0,0,0,0,0,1,2008
Cross-lingual query suggestion using query logs of different languages,21,7,0,0,0,0,0,343,49,2007
Utility-based information distillation over temporally sequenced documents,6,0,0,0,0,0,0,0,24,2007
A study of Poisson query generation model for information retrieval,0,0,0,0,0,0,0,63,21,2007
Personalized query expansion for the web,12,3,0,0,0,0,0,189,21,2007
Fast generation of result snippets in web search,12,0,0,0,0,0,0,160,20,2007
Term feedback for information retrieval with language models,16,4,0,0,0,0,0,0,20,2007
A new approach for evaluating query expansion: query-document term mismatch,10,0,0,0,0,0,0,0,18,2007
The impact of caching on search engines,12,6,0,0,0,0,0,216,18,2007
A time machine for text search,12,4,0,0,0,0,0,64,16,2007
Context sensitive stemming for web search,16,0,0,0,0,0,0,64,16,2007
Using query contexts in information retrieval,0,0,0,0,0,0,0,64,16,2007
Towards robust query expansion: model selection in the language modeling framework,3,6,0,0,0,3,0,0,15,2007
A regression framework for learning ranking functions using relative relevance judgments,4,4,0,0,0,0,0,0,12,2007
An outranking approach for rank aggregation in information retrieval,4,6,0,0,0,0,0,48,12,2007
CollabSum: exploiting multiple document clustering for collaborative single document summarizations,0,12,0,0,0,0,0,0,12,2007
The influence of caption features on clickthrough patterns in web search,8,4,0,0,0,0,0,48,12,2007
An exploration of proximity measures in information retrieval,2,2,0,0,0,0,0,0,10,2007
Broad expertise retrieval in sparse data environments,5,0,0,0,0,0,0,50,10,2007
On the robustness of relevance measures with incomplete judgments,10,0,0,0,0,0,0,50,10,2007
Topic segmentation with shared topic detection and alignment of multiple documents,5,5,0,0,0,0,0,0,10,2007
Analyzing feature trajectories for event detection,9,0,0,0,0,0,0,81,9,2007
Building simulated queries for known-item topics: an analysis using six european languages,3,3,0,3,0,0,0,27,9,2007
New event detection based on indexing-tree and named entity,3,3,0,0,0,0,0,27,9,2007
Updating collection representations for federated search,0,3,0,0,0,0,0,54,9,2007
Combining content and link for classification using matrix factorization,0,8,0,0,0,0,0,32,8,2007
Efficient document retrieval in main memory,2,0,0,2,0,0,0,16,8,2007
Feature selection for ranking,0,8,0,0,0,0,0,0,8,2007
Heavy-tailed distributions and multi-keyword queries,4,0,0,0,0,4,0,0,8,2007
Intra-assessor consistency in question answering,0,0,0,0,0,0,0,49,7,2007
A probabilistic graphical model for joint answer ranking in question answering,6,0,0,0,0,0,0,0,6,2007
An interactive algorithm for asking and incorporating feature feedback into support vector machines,0,0,0,0,0,0,0,24,6,2007
Comparing query logs and pseudo-relevance feedbackfor web-search query refinement,3,0,0,0,0,0,0,0,6,2007
Enhancing relevance scoring with chronological term rank,2,2,0,0,0,0,0,12,6,2007
Evaluating sampling methods for uncooperative collections,6,0,0,0,0,0,0,0,6,2007
Fast exact maximum likelihood estimation for mixture of language models,2,0,0,0,0,0,0,0,6,2007
Hits on the web: how does it compare?,0,6,0,0,0,0,0,0,6,2007
How well does result relevance predict session satisfaction?,2,4,0,0,0,0,0,12,6,2007
Latent concept expansion using markov random fields,4,0,0,0,0,0,0,0,6,2007
Learn from web search logs to organize search results,2,0,0,0,2,0,0,12,6,2007
Matching resumes and jobs based on relevance models,3,3,0,0,0,0,0,0,6,2007
Probability ranking principle via optimal expected rank,3,3,0,0,0,0,0,0,6,2007
Pruning policies for two-tiered inverted index with correctness guarantee,0,0,0,0,0,0,0,12,6,2007
Recommending citations for academic papers,3,3,0,0,0,0,0,0,6,2007
Regularized clustering for documents,0,3,0,0,0,0,0,18,6,2007
Revisiting the dependence language model for information retrieval,3,3,0,0,0,0,0,0,6,2007
Robust classification of rare queries using web knowledge,6,0,0,0,0,0,0,0,6,2007
VideoReach: an online video recommendation system,0,6,0,0,0,0,0,0,6,2007
Vocabulary independent spoken term detection,0,0,0,0,0,0,0,0,6,2007
FRank: a ranking method with fidelity loss,0,0,0,0,0,0,0,0,5,2007
Incorporating term dependency in the dfr framework,5,0,0,0,0,0,0,0,5,2007
Know your neighbors: web spam detection using the web topology,5,0,0,0,0,0,0,0,5,2007
A music search engine built upon audio-based and web-based similarity measures,0,4,0,0,0,0,0,16,4,2007
A support vector method for optimizing average precision,0,0,0,0,0,0,0,0,4,2007
AdaRank: a boosting algorithm for information retrieval,0,0,0,0,0,0,0,16,4,2007
Alternatives to Bpref,0,2,0,0,0,0,0,0,4,2007
Deconstructing nuggets: the stability and reliability of complex question answering evaluation,2,2,0,0,0,0,0,0,4,2007
Hits hits TREC: exploring IR evaluation results with network analysis,2,0,0,0,0,0,0,0,4,2007
Indexing confusion networks for morph-based spoken document retrieval,2,2,0,0,0,0,0,0,4,2007
Information re-retrieval: repeat queries in Yahoo's logs,4,0,0,0,0,0,0,0,4,2007
Investigating the querying and browsing behavior of advanced search engine users,0,0,0,0,0,0,0,8,4,2007
Lexical analysis for modeling web query reformulation,0,4,0,0,0,0,0,16,4,2007
Reliable information retrieval evaluation with incomplete and biased judgements,4,0,0,0,0,0,0,0,4,2007
Structured retrieval for question answering,0,0,0,0,0,0,0,16,4,2007
Test theory for assessing IR test collections,0,0,0,0,0,0,0,16,4,2007
A comparison of sentence retrieval techniques,0,3,0,0,0,0,0,0,3,2007
A multi-criteria content-based filtering system,0,0,0,0,0,0,0,0,3,2007
An effective snippet generation method using the pseudo relevance feedback technique,3,0,0,0,0,0,0,0,3,2007
BordaConsensus: a new consensus function for soft cluster ensembles,0,0,0,0,0,0,0,9,3,2007
Effective missing data prediction for collaborative filtering,0,3,0,0,0,0,0,0,3,2007
Effects of highly agreed documents in relevancy prediction,3,0,0,0,0,0,0,0,3,2007
Global resources for peer-to-peer text retrieval,0,0,0,0,0,0,0,0,3,2007
Robust test collections for retrieval evaluation,2,0,0,0,0,0,0,6,3,2007
The DILIGENT framework for distributed information retrieval,0,3,0,0,0,0,0,0,3,2007
Towards automatic extraction of event and place semantics from flickr tags,3,0,0,0,0,0,0,0,3,2007
Understanding the relationship of information need specificity to search query length,3,0,0,0,0,0,0,0,3,2007
Using collaborative queries to improve retrieval for difficult topics,3,0,0,0,0,0,0,0,3,2007
Workload sampling for enterprise search evaluation,0,0,0,0,0,0,0,0,3,2007
Automatic query-time generation of retrieval expert coefficients for multimedia retrieval,0,0,0,0,0,0,0,0,2,2007
Boosting static pruning of inverted files,0,0,0,0,0,0,0,4,2,2007
Efficient bayesian hierarchical user modeling for recommendation system,2,0,0,0,0,0,0,0,2,2007
Estimation and use of uncertainty in pseudo-relevance feedback,0,2,0,0,0,0,0,0,2,2007
Federated text retrieval from uncooperative overlapped collections,0,0,0,0,0,0,0,4,2,2007
Learning to rank collections,0,0,0,0,0,0,0,4,2,2007
Neighborhood restrictions in geographic IR,2,0,0,0,0,0,0,0,2,2007
Power and bias of subset pooling strategies,0,0,2,0,0,0,0,0,2,2007
Problems with Kendall's tau,0,0,0,0,0,0,0,0,2,2007
Random walks on the click graph,2,0,0,0,0,0,0,4,2,2007
Semantic text classification of disease reporting,2,0,0,0,0,0,0,0,2,2007
Towards task-based personal information management evaluations,0,0,0,0,0,0,0,0,2,2007
A comparison of pooled and sampled relevance judgments,0,0,0,0,0,0,0,0,1,2007
Information-behaviour modeling with external cues,0,0,0,0,0,0,0,0,1,2007
Model-averaged latent semantic indexing,1,0,0,0,0,0,0,1,1,2007
Performance prediction using spatial autocorrelation,0,0,0,0,0,0,0,0,1,2007
Using gradient descent to optimize language modeling smoothing parameters,0,1,0,0,0,0,0,0,1,2007
ProbFuse: a probabilistic approach to data fusion,16,12,0,0,0,0,0,144,36,2006
Context-sensitive semantic smoothing for the language modeling approach to genomic IR,5,10,0,0,0,0,0,875,35,2006
Latent semantic analysis for multiple-type interrelated data objects,8,8,0,0,0,0,0,0,24,2006
Exploring the limits of single-iteration clarification dialogs,16,0,0,0,0,0,0,0,20,2006
Find-similar: similarity browsing as a search tool,0,0,0,0,0,0,0,108,18,2006
A framework to predict the quality of answers with non-textual features,8,8,0,0,0,0,0,64,16,2006
Constructing informative prior distributions from domain knowledge in text classification,0,15,0,0,0,0,0,0,15,2006
Distributed query sampling: a quality-conscious approach,0,12,0,0,0,0,0,0,15,2006
Semantic search via XML fragments: a high-precision approach to IR,5,0,0,0,0,0,0,0,15,2006
Semantic term matching in axiomatic approaches to information retrieval,0,8,0,0,2,0,0,28,14,2006
Adapting ranking SVM to document retrieval,0,6,0,0,0,6,0,72,12,2006
Thread detection in dynamic text message streams,4,0,0,0,0,0,0,48,12,2006
High accuracy retrieval with multiple nested ranker,0,0,0,0,0,0,0,100,10,2006
"Respect my authority!: HITS without hyperlinks, utilizing cluster-based language models",4,4,0,2,0,0,0,20,10,2006
Minimal test collections for retrieval evaluation,0,0,0,3,0,0,0,27,9,2006
Analysis of a low-dimensional linear model under recommendation attacks,4,0,0,0,0,4,0,0,8,2006
Bias and the limits of pooling,0,4,4,0,0,0,0,0,8,2006
Getting work done on the web: supporting transactional queries,8,0,0,0,0,0,0,0,8,2006
Improving the estimation of relevance models using large external corpora,6,0,0,0,0,0,0,16,8,2006
LDA-based document models for ad-hoc retrieval,0,6,0,0,0,0,0,0,8,2006
Regularized estimation of mixture models for robust pseudo-relevance feedback,2,0,0,0,0,0,0,16,8,2006
Statistical precision of information retrieval evaluation,6,2,0,0,0,0,0,16,8,2006
User performance versus precision measures for simple search tasks,4,0,0,0,0,0,0,0,8,2006
What makes a query difficult?,8,0,0,0,0,0,0,0,8,2006
A parallel derivation of probabilistic information retrieval models,2,2,0,0,0,0,0,0,6,2006
Answering complex questions with random walk models,0,6,0,0,0,0,0,0,6,2006
Formal models for expert finding in enterprise corpora,6,0,0,0,0,0,0,0,6,2006
Generalizing PageRank: damping functions for link-based ranking algorithms,6,0,0,0,0,0,0,0,6,2006
Hybrid index maintenance for growing text collections,0,0,0,0,0,0,0,18,6,2006
On hierarchical web catalog integration with conceptual relationships in thesaurus,0,0,0,0,0,0,0,0,6,2006
On-line spam filter fusion,0,6,0,0,0,0,0,18,6,2006
Pruned query evaluation using pre-computed impacts,4,0,0,0,0,0,0,12,6,2006
Spoken document retrieval from call-center conversations,3,0,0,0,0,0,0,0,6,2006
Tensor space model for document analysis,3,0,0,3,0,0,0,0,6,2006
Unifying user-based and item-based collaborative filtering approaches by similarity fusion,6,0,0,0,0,0,0,0,6,2006
Using historical data to enhance rank aggregation,0,3,0,0,0,0,0,0,6,2006
You are what you say: privacy risks of public mentions,0,5,0,0,0,0,0,0,5,2006
A study of statistical models for query translation: finding a good unit of translation,0,2,0,0,0,0,0,0,4,2006
Building bridges for web query classification,0,4,0,0,0,0,0,16,4,2006
Building implicit links from content for forum search,2,0,0,0,0,0,0,0,4,2006
Capturing collection size for distributed non-cooperative retrieval,0,4,0,0,0,0,0,0,4,2006
Combining bidirectional translation and synonymy for cross-language information retrieval,2,0,0,0,0,0,0,0,4,2006
Document clustering with prior knowledge,0,4,0,0,0,0,0,0,4,2006
Elicitation of term relevance feedback: an investigation of term source and context,4,0,0,0,0,0,0,0,4,2006
Lightening the load of document smoothing for better language modeling retrieval,0,2,0,0,0,0,0,8,4,2006
On ranking the effectiveness of searches,4,0,0,0,0,0,0,0,4,2006
Simple questions to improve pseudo-relevance feedback results,2,2,0,0,0,0,0,0,4,2006
The role of knowledge in conceptual retrieval: a study in the domain of clinical medicine,4,0,0,0,0,0,0,0,4,2006
User modeling for full-text federated search in peer-to-peer networks,0,0,0,0,0,0,0,0,4,2006
A compositional context sensitive multi-document summarizer: exploring the factors that influence summarization,0,0,0,0,0,0,0,0,3,2006
Contextual search and name disambiguation in email using graphs,0,0,0,0,0,0,0,0,3,2006
Mining dependency relations for query expansion in passage retrieval,0,0,0,3,0,0,0,9,3,2006
Probabilistic model for definitional question answering,0,3,0,0,0,0,0,0,3,2006
A study of real-time query expansion effectiveness,0,2,0,0,0,0,0,4,2,2006
An experimental study on automatically labeling hierarchical clusters using statistical features,0,0,0,0,0,0,0,4,2,2006
Automatic construction of known-item finding test beds,2,0,0,0,0,0,0,0,2,2006
Clustering of search results using temporal attributes,0,0,0,0,0,0,0,0,2,2006
Community-based snippet-indexes for pseudo-anonymous personalization in web search,0,2,0,0,0,0,0,0,2,2006
Comparing two blind relevance feedback techniques,2,0,0,0,0,0,0,0,2,2006
DeWild: a tool for searching the web using wild cards,2,0,0,0,0,0,0,0,2,2006
Evaluating evaluation metrics based on the bootstrap,1,1,0,0,0,0,0,2,2,2006
Graph-based text classification: learn from your neighbors,0,0,0,0,0,0,0,4,2,2006
Improving personalized web search using result diversification,2,0,0,0,0,0,0,0,2,2006
Information retrieval with commonsense knowledge,0,0,0,0,0,0,0,0,2,2006
Learning a ranking from pairwise preferences,0,2,0,0,0,0,0,0,2,2006
Less is more: probabilistic models for retrieving fewer relevant documents,0,0,0,0,0,0,0,0,2,2006
Probabilistic latent query analysis for combining multiple retrieval sources,0,2,0,0,0,0,0,0,2,2006
Representing clusters for retrieval,2,0,0,0,0,0,0,0,2,2006
Stylistic text segmentation,0,0,0,0,0,0,0,0,2,2006
Dynamic test collections: measuring search effectiveness on the live web,1,0,0,0,0,0,0,0,1,2006
Give me just one highly relevant document: P-measure,0,1,0,0,0,0,0,0,1,2006
Tackling concept drift by temporal inductive transfer,0,0,0,0,0,0,0,0,1,2006
Better than the real thing?: iterative pseudo-query processing using cluster-based language models,9,0,0,0,0,0,0,144,24,2005
Integrating word relationships into language models,6,3,0,0,3,0,0,252,21,2005
SimFusion: measuring similarity using unified relationship matrix,21,0,0,0,0,0,0,0,21,2005
A maximum coherence model for dictionary-based cross-language information retrieval,12,0,0,0,0,0,3,162,18,2005
Learning to estimate query difficulty: including applications to missing content detection and distributed information retrieval,0,0,0,0,0,0,0,64,16,2005
Linear discriminant model for information retrieval,4,8,0,0,0,0,0,0,16,2005
Robustness of adaptive filtering methods in a cross-benchmark evaluation,0,4,0,0,0,0,0,0,16,2005
A retrospective study of probabilistic context-based retrieval,5,5,0,0,0,0,0,0,15,2005
Basic issues on the processing of web queries,5,5,0,0,0,0,0,0,15,2005
Gravitation-based model for information retrieval,5,0,0,0,0,0,0,0,15,2005
Improving collection selection with overlap awareness in P2P search engines,0,10,0,0,0,0,0,0,15,2005
Question answering passage retrieval using dependency relations,5,10,0,0,0,0,0,0,15,2005
The loquacious user: a document-independent source of terms for query expansion,9,3,0,0,0,0,0,0,15,2005
User term feedback in interactive text-based image retrieval,6,9,0,0,0,0,0,0,15,2005
Web-page summarization using clickthrough data,6,0,0,0,0,0,0,72,12,2005
A study of relevance propagation for web search,10,0,0,0,0,0,0,0,10,2005
Exploiting the hierarchical structure for link analysis,0,10,0,0,0,0,0,0,10,2005
"Information retrieval system evaluation: effort, sensitivity, and reliability",0,0,0,0,0,0,0,20,10,2005
PageRank without hyperlinks: structural re-ranking using links induced by language models,2,0,0,0,0,0,0,20,10,2005
Server selection methods in hybrid portal search,4,6,0,0,0,0,0,20,10,2005
Simplified similarity scoring using term ranks,2,6,0,0,0,0,0,0,10,2005
Study of cross lingual information retrieval using on-line translation systems,8,0,0,0,0,0,0,0,10,2005
Efficient and self-tuning incremental query expansion for top-k query processing,9,0,0,0,0,0,0,0,9,2005
The maximum entropy method for analyzing retrieval measures,0,3,0,0,0,0,0,0,9,2005
A Markov random field model for term dependencies,4,0,0,0,0,0,2,16,8,2005
A probabilistic model for retrospective news event detection,4,0,0,0,0,0,0,32,8,2005
Improving web search results using affinity graph,0,0,0,0,0,0,0,0,8,2005
Multi-labelled classification using maximum entropy method,4,4,0,0,0,0,0,32,8,2005
Orthogonal locality preserving indexing,6,2,0,0,0,0,0,0,8,2005
Relevance weighting for query independent evidence,4,0,0,0,0,0,0,0,8,2005
Using ODP metadata to personalize search,0,8,0,0,0,0,0,32,8,2005
Intelligent fusion of structural and citation-based evidence for text classification,0,7,0,0,0,0,0,0,7,2005
Scalable collaborative filtering using cluster-based smoothing,0,7,0,0,0,0,0,0,7,2005
Boosted decision trees for word recognition in handwritten document retrieval,0,6,0,0,0,0,0,0,6,2005
Finding semantically similar questions based on their answers,0,6,0,0,0,0,0,0,6,2005
Optimization strategies for complex queries,3,0,0,0,0,0,0,18,6,2005
"When will information retrieval be ""good enough""?",3,3,0,0,0,0,0,0,6,2005
Evaluation of resources for question answering evaluation,4,1,0,0,0,0,0,5,5,2005
Predicting query difficulty on the web by learning visual clues,0,0,0,0,0,0,0,0,5,2005
A utility theoretic approach to determining optimal wait times in distributed information retrieval,1,2,0,1,0,0,0,0,4,2005
Active feedback in ad hoc information retrieval,2,2,0,0,0,0,0,0,4,2005
Bootstrapping dictionaries for cross-language information retrieval,0,0,0,0,0,0,0,0,4,2005
Efficiently decodable and searchable natural language adaptive compression,4,0,0,0,0,0,0,0,4,2005
Exploiting ontologies for automatic image annotation,0,4,0,0,0,0,0,16,4,2005
Impedance coupling in content-targeted advertising,0,4,0,0,0,0,0,0,4,2005
Iterative translation disambiguation for cross-language information retrieval,2,0,0,0,0,0,0,0,4,2005
Major topic detection and its application to opinion summarization,0,0,0,0,0,0,0,16,4,2005
Top subset retrieval on large collections using sorted indices,0,0,4,0,0,0,0,0,4,2005
Why spectral retrieval works,2,0,0,2,0,0,0,8,4,2005
A temporally adaptive content-based relevance ranking algorithm,0,3,0,0,0,0,0,0,3,2005
An interface to search human movements based on geographic and chronological metadata,3,0,0,0,0,0,0,0,3,2005
Expectation of f-measures: tractable exact computation and some empirical observations of its properties,1,0,0,0,0,0,1,3,3,2005
Measure-based metasearch,0,3,0,0,0,0,0,0,3,2005
Multi-label informed latent semantic indexing,3,0,0,0,0,0,0,0,3,2005
Probabilistic hyperspace analogue to language,0,0,0,0,0,0,0,9,3,2005
Publish/subscribe functionality in IR environments using structured overlay networks,0,3,0,0,0,0,0,0,3,2005
Text classification with kernels on the multinomial manifold,0,0,0,0,0,0,3,0,3,2005
A database centric view of semantic image annotation and retrieval,0,2,0,0,0,0,0,0,2,2005
An application of text categorization methods to gene ontology annotation,2,0,0,0,0,0,0,0,2,2005
An exploration of axiomatic approaches to information retrieval,2,0,0,0,0,0,0,0,2,2005
Detecting action-items in e-mail,2,0,0,0,0,0,0,0,2,2005
Modeling search engine effectiveness for federated search,0,0,0,0,0,0,0,0,2,2005
On redundancy of training corpus for text categorization: a perspective of geometry,2,0,0,0,0,0,0,0,2,2005
Relevance information: a loss of entropy but a gain for IDF?,2,0,0,0,0,0,0,0,2,2005
Revisiting the effect of topic set size on retrieval error,0,0,0,0,0,0,0,4,2,2005
Scalable hierarchical topic detection: exploring a sample based approach,2,0,0,0,0,0,0,0,2,2005
Testing algorithms is like testing students,0,2,0,0,0,0,0,0,2,2005
Controlling overlap in content-oriented XML retrieval,1,0,0,0,0,0,0,0,1,2005
Human versus machine in the topic distillation task,32,0,0,0,0,0,0,0,56,2004
Parsimonious language models for information retrieval,6,15,0,0,0,3,0,450,30,2004
Translating unknown queries with web corpora for cross-language information retrieval,12,0,0,0,0,0,0,0,30,2004
Web-page classification through summarization,0,21,0,0,0,0,0,196,28,2004
Building an information retrieval test collection for spontaneous conversational speech,12,12,0,0,0,0,0,0,24,2004
Dependence language model for information retrieval,0,8,0,0,0,0,0,288,24,2004
Learning effective ranking functions for newsgroup search,0,0,0,0,0,0,0,0,24,2004
Locality preserving indexing for document representation,0,12,0,0,0,0,0,160,20,2004
An effective approach to document retrieval via utilizing WordNet and recognizing phrases,0,0,0,0,0,0,0,0,16,2004
Forming test collections with no system pooling,0,0,0,0,0,0,0,96,16,2004
Scaling IR-system evaluation using term relevance sets,8,4,0,0,0,0,0,0,16,2004
Learning to cluster web search results,10,5,0,0,0,0,0,75,15,2004
Probabilistic model for contextual retrieval,3,9,0,0,0,0,0,0,15,2004
Block-based web search,0,0,0,0,0,0,0,0,12,2004
Block-level link analysis,4,4,0,4,0,0,0,48,12,2004
Cluster-based retrieval using language models,2,4,0,0,0,0,0,24,12,2004
"Corpus structure, language models, and ad hoc information retrieval",4,2,0,0,0,0,2,48,12,2004
Evaluating high accuracy retrieval techniques,2,10,0,0,0,0,0,0,12,2004
Language-specific models in multilingual topic tracking,0,8,0,0,0,0,0,0,12,2004
Retrieval evaluation with incomplete information,2,2,0,0,0,0,0,0,12,2004
Hourly analysis of a very large topically categorized web query log,10,0,0,0,0,0,0,0,10,2004
Using bayesian priors to combine classifiers for adaptive filtering,5,3,0,0,0,0,0,0,10,2004
Belief revision for adaptive information retrieval,6,3,0,0,0,0,0,0,9,2004
Focused named entity recognition using machine learning,3,6,0,0,0,0,0,0,9,2004
Length normalization in XML retrieval,3,3,0,0,0,0,0,27,9,2004
Parameterized generation of labeled datasets for text categorization based on a hierarchical directory,9,0,0,0,0,0,0,27,9,2004
User biased document language modelling,0,3,0,0,0,0,0,27,9,2004
Query based event extraction along a timeline,6,0,0,0,0,0,0,32,8,2004
Usefulness of hyperlink structure for query-biased topic distillation,0,8,0,0,0,0,0,0,8,2004
A formal study of information retrieval heuristics,3,3,0,0,0,0,0,0,6,2004
A search engine for historical manuscript images,3,3,0,0,0,0,0,0,6,2004
Evaluation of an extraction-based approach to answering definitional questions,0,3,0,0,0,0,0,0,6,2004
Information retrieval using word senses: root sense tagging approach,3,0,0,0,0,0,0,18,6,2004
Learning phonetic similarity for matching named entity translations and mining new translations,0,3,0,0,0,0,0,0,6,2004
Measuring pseudo relevance feedback & CLIR,2,0,0,2,0,0,0,0,6,2004
Refining term weights of documents using term dependencies,0,6,0,0,0,0,0,0,6,2004
Using temporal profiles of queries for precision prediction,0,2,0,2,0,0,0,12,6,2004
Using the web for automated translation extraction in cross-language information retrieval,0,6,0,0,0,0,0,0,6,2004
Evaluation of filtering current news search results,0,0,0,0,0,0,0,0,5,2004
Reliability and verification of natural language text on the world wide web (abstract only),2,2,0,0,0,0,0,5,5,2004
Tuning before feedback: combining ranking discovery and blind feedback for robust retrieval,0,0,0,0,0,0,0,0,5,2004
Context sensitive vocabulary and its application in protein secondary structure prediction,0,4,0,0,0,0,0,0,4,2004
Discriminative models for information retrieval,2,0,0,0,0,0,0,12,4,2004
Document clustering by concept factorization,0,4,0,0,0,0,0,0,4,2004
Query-related data extraction of hidden web documents,0,4,0,0,0,0,0,0,4,2004
Subwebs for specialized search,4,0,0,0,0,0,0,0,4,2004
An automatic weighting scheme for collaborative filtering,0,0,0,0,0,0,0,0,3,2004
Assigning identifiers to documents to enhance the clustering property of fulltext indexes,0,0,0,0,0,0,0,9,3,2004
Broken plural detection for arabic information retrieval,0,0,0,0,0,0,0,0,3,2004
Configurable indexing and ranking for XML information retrieval,0,0,0,0,0,0,0,9,3,2004
Document clustering via adaptive subspace iteration,0,0,0,0,0,0,0,0,3,2004
Evaluation of the real and perceived value of automatic and interactive query expansion,0,3,0,0,0,0,0,0,3,2004
Filtering algorithms for information retrieval models with named attributes and proximity operators,0,0,0,0,0,0,0,0,3,2004
Formal multiple-bernoulli models for language modeling,0,3,0,0,0,0,0,0,3,2004
On scaling latent semantic indexing for large peer-to-peer systems,3,0,0,0,0,0,0,0,3,2004
Toward better weighting of anchors,0,0,0,0,0,0,0,0,3,2004
A study of topic similarity measures,2,0,0,0,0,0,0,0,2,2004
A two-stage mixture model for pseudo feedback,0,2,0,0,0,0,0,0,2,2004
Answer models for question answering passage retrieval,0,2,0,0,0,0,0,0,2,2004
Comparison of using passages and documents for blind relevance feedback in information retrieval,2,0,0,0,0,0,0,0,2,2004
Display time as implicit feedback: understanding task effects,2,0,0,0,0,0,0,0,2,2004
Filtering for personal web information agents,2,0,0,0,0,0,0,0,2,2004
Information retrieval for language tutoring: an overview of the REAP project,2,0,0,0,0,0,0,0,2,2004
Learning patterns to answer open domain questions on the web,0,0,0,0,0,0,2,4,2,2004
Natural language processing for browse help,0,2,0,0,0,0,0,0,2,2004
Text classification and named entities for new event detection,0,2,0,0,0,0,0,0,2,2004
The NRRC reliable information access (RIA) workshop,2,0,0,0,0,0,0,0,2,2004
The document as an ergodic markov chain,2,0,0,0,0,0,0,4,2,2004
Triangulation without translation,2,0,0,0,0,0,0,0,2,2004
Web taxonomy integration through co-bootstrapping,2,0,0,0,0,0,0,0,2,2004
Why current IR engines fail,0,2,0,0,0,0,0,2,2,2004
GaP: a factor model for discrete data,0,1,0,0,0,0,0,0,1,2004
Measuring ineffectiveness,0,1,0,0,0,0,0,0,1,2004
On evaluating web search with very few relevant documents,1,0,0,0,0,0,0,0,1,2004
Topic prediction based on comparative retrieval rankings,0,1,0,0,0,0,0,0,1,2004
SETS: search enhanced by topic segmentation,18,0,0,0,0,0,0,90,30,2003
A maximal figure-of-merit learning approach to text categorization,0,8,0,4,0,0,0,288,24,2003
Building and applying a concept hierarchy representation of a user profile,12,3,0,0,0,0,0,54,18,2003
Combining document representations for known-item search,8,4,0,2,0,0,0,32,16,2003
Automatic image annotation and retrieval using cross-media relevance models,0,15,0,0,0,0,0,0,15,2003
Bayesian extension to the language model for ad hoc information retrieval,6,0,0,0,0,0,0,45,15,2003
Investigating the relationship between language model perplexity and IR precision-recall measures,9,0,0,0,0,0,0,90,15,2003
Retrieval and novelty detection at the sentence level,6,6,0,0,0,0,0,45,15,2003
Searching XML documents via XML fragments,5,5,0,0,0,0,0,0,15,2003
Empirical development of an exponential probabilistic model for text retrieval: using textual analysis to build a better model,6,4,0,0,0,0,0,48,12,2003
Implicit link analysis for small web search,0,6,0,0,0,0,0,0,12,2003
Structured use of external knowledge for event-based open domain question answering,4,0,0,0,0,4,0,0,12,2003
Building a web thesaurus from web link structure,10,0,0,0,0,0,0,0,10,2003
Using manually-built web directories for automatic evaluation of known-item retrieval,0,0,0,0,0,0,0,0,10,2003
Query length in interactive information retrieval,9,0,0,0,0,0,0,0,9,2003
An empirical study on retrieval models for different document genres: patents and newspaper articles,0,8,0,0,0,0,0,0,8,2003
Domain-independent text segmentation using anisotropic diffusion and dynamic programming,4,0,0,2,0,0,0,0,8,2003
Fractal summarization: summarization based on fractal theory,8,0,0,0,0,0,0,0,8,2003
Generating hierarchical summaries for web searches,2,2,0,0,0,0,0,0,8,2003
Incorporating query term dependencies in language models for document retrieval,0,6,0,0,0,0,0,0,8,2003
Passage retrieval vs. document retrieval for factoid question answering,2,4,0,0,0,0,0,0,8,2003
Relevant document distribution estimation method for resource selection,0,2,0,0,0,0,0,0,8,2003
Text categorization by boosting automatically extracted concepts,0,6,0,0,0,0,0,16,8,2003
When query expansion fails,6,2,0,0,0,0,0,32,8,2003
XML retrieval: what to retrieve?,4,0,0,0,0,0,0,0,8,2003
A comparison of various approaches for using probabilistic dependencies in language modeling,2,2,0,0,0,0,0,12,6,2003
A scalability analysis of classifiers in text categorization,0,0,0,0,0,0,0,0,6,2003
A unified model for metasearch and the efficient evaluation of retrieval systems via the hedge algorithm,0,0,0,0,0,0,0,0,6,2003
Analysis of anchor text for web search,0,4,0,0,0,0,0,12,6,2003
Document clustering based on non-negative matrix factorization,0,6,0,0,0,0,0,0,6,2003
Evaluating different methods of estimating retrieval quality for resource selection,2,2,0,0,0,0,0,24,6,2003
